序号,纳入口径,企业代码,企业中文名,企业英文名,身份,合作伙伴等级,行业一级分类,展位号,展馆,展厅或区域,展馆代码,展厅或区域代码,官方目录 URL,快照日期
670,参展企业,25943a1bccd5441c80f32a4a30c3459d,杭州云深处科技股份有限公司,"Hangzhou DEEP Robotics Co., Ltd.",展商,,具身智能,H3-B317,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
671,参展企业,d3de7a2e05a04f58a8011dfdd24e93d5,杭州佳量脑科学股份有限公司,"Hangzhou Genlight Neurotech Co., Ltd. ",展商,,智慧医疗,H4-016,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
672,参展企业,bb7b1cd8abd64b249eb6cc96a2c0c9e4,杭州具微科技有限公司,"Hangzhou Micbot Technology Co., Ltd.",展商,,具身智能,H3-A419,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
673,参展企业,d6606670e68b4d86ac2c90f16be18698,杭州华亭科技有限公司,"Hangzhou Huating Technology Co., Ltd.",展商,,其他,L058,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
674,参展企业,08ea8611256643e6915d326c0e2834ec,杭州博思芯宇科技有限公司,"Hangzhou Bodesi Technology Co., Ltd",展商,,核心技术,Z1B-112,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
675,参展企业,f91f8f2ac7b242ae879ea8f36ee7f430,杭州启能机器人有限公司,"Hangzhou Qineng Robotics Co., Ltd.",展商,,具身智能,H3-B227,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
676,参展企业,6c0eb46253d44369b7c8b92b6870231f,杭州哇嘶嗒科技有限公司,"Hangzhou VAST Technology Co., Ltd.",展商,,核心技术,X1C-309,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
677,参展企业,f55cd2ecb6304ed2996435383ddd2b73,杭州天谷信息科技有限公司,"Hangzhou eSign Information Technology Co., Ltd.",展商,,核心技术,H1-D1210,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
678,参展企业,41d6234646a847f9b181673796142cbc,杭州峦启机器人科技有限公司,"Hangzhou Launchybot Technology Co., Ltd",展商,,工业互联与智能制造,H4-047,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
679,参展企业,f7acf64a53b24967ad6e9afd027d6731,杭州峰瞰智能科技有限公司,"Hangzhou PeakVision AI Co.,Ltd",展商,,核心技术,H4-136,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
680,参展企业,26e0d55c5c2340cb8af94eebe1cdcb2c,杭州当虹科技股份有限公司,"HangZhou Arcvideo Technology Co.,Ltd.",展商,,工业互联与智能制造,H1-D1038,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
681,参展企业,c32ace291db04f07a17c888a99e27d87,杭州微珩科技有限公司,"Hangzhou NanoTrix Technology Co., Ltd",展商,,核心技术,Z1A-116,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
682,参展企业,2142ff71d31e4d4e91b5fbe6617eac7c,杭州慧感智能科技有限公司,"Hangzhou Cobotact Technology Co., Ltd.",展商,,工业互联与智能制造, H4-051,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
683,参展企业,e913dab490ff4977bc361436b4713f35,杭州数聚链科技股份有限公司,"Hangzhou Datachain Technology Co.,Ltd.",展商,,核心技术,H1-A118,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
684,参展企业,3a1aae2ea1c640f4bf55f922279798a6,杭州新剑机电传动股份有限公司,"Hangzhou Seenpin Electromechanical Transmission Co., Ltd. ",展商,,具身智能,H1-A301,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
685,参展企业,5d8f7bbea8654f02b97cdda1db8e4cfe,杭州星尘机器人有限公司,"Hangzhou Stardusts-robot Co., Ltd",展商,,具身智能,H3-A110,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
686,参展企业,461a30b979db4979bf12992b464a2e80,杭州曦诺未来科技有限公司,"Hangzhou Xynova Technology Co., Ltd.",展商,,具身智能,H3-C227,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
687,参展企业,1ab94f07162042f4be15a6c2165b520d,杭州海康威视数字技术股份有限公司,"Hangzhou Hikvision Digital Technology Co., Ltd.",展商,,核心技术,H2-E111,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
688,参展企业,70bacfb2e468466abe746c4d8000abba,杭州纽洛斯人工智能有限公司,NuraLogix Corporation,展商,,核心技术,H4-063,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
689,参展企业,65d514cc81fd46f48789e8d243bdbfb6,杭州网易智企科技有限公司,Hangzhou Netease Zhiqi Technology Co Ltd,"展商,论坛主办方",,核心技术,H4-126,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
690,参展企业,207940b33cf0466a8c1858320cd8f8d2,杭州群核信息技术有限公司,Manycore Tech Inc.,展商,,核心技术,H3-B110,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
691,参展企业,3da1db61d834495594e9815880d493f6,杭州联汇科技股份有限公司,"Hangzhou Om AI Technology Co., Ltd","展商,论坛主办方",,核心技术,H1-D133,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
692,参展企业,7f2ab4901b2a48c88ee653d9e81a2879,杭州良质关节科技有限公司,"HANGZHOU LIANGZHI JOINT TECHNOLOGY CO.,LTD",展商,,具身智能,H3-A222,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
693,参展企业,fb1e3f0fcac14ac4891a5a601ba6f869,杭州车凌网络科技有限公司,"Hangzhou Carlinx Multi Tech Co., Ltd.",展商,,核心技术,H4-005,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
694,参展企业,e21bb00f15b24f64a57efb382e70a05d,杭州达呈科技技术有限公司,"Hangzhou Dacheng Technology Co., Ltd",展商,,批发和零售业,X1B-904,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
695,参展企业,9dacf7999e3845948aa686d645fae1a0,极豪科技（天津）股份有限公司,"JIIOV Technology (Tianjin) Co., Ltd.",展商,,智能终端,X1C-511-06,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
696,参展企业,84c7d6cf552f46d18baeda17be404914,极顶数创（上海）科技有限公司,"Jiding Shuchuang (Shanghai) Technology Co., Ltd.",展商,,核心技术,X1B-906,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
697,参展企业,fe3b331c44ca421cb3f1c1a7f62744d4,柏奥尼克机器人（宁波）有限公司,PNDbotics AI CO Ltd.,展商,,具身智能,H3-A527,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
698,参展企业,c1006861ecf044c797522b11c8e465b1,柔触机器人科技有限公司,"Rochu Robotics Technology Co., Ltd.",展商,,具身智能,H4-093,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
699,参展企业,29cf5fd793d14d2e9acae314ea8a082a,标贝（青岛）科技有限公司,DataBaker (Qingdao) Technology Co Ltd.,展商,,核心技术,R007,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
700,参展企业,18ca70537ef2446887318da597811e16,桥介数物（深圳）科技有限公司,"BridgeDP (shenzhen) Technology Co.,Ltd",展商,,具身智能,H4-056,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
701,参展企业,0273017c5ebd4f4baf6051ffe2732b83,梅卡曼德（雄安）机器人科技股份有限公司,"Mech-Mind Robotics Technologies Co., Ltd.",展商,,具身智能,H1-A530,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
702,参展企业,cb931991cba749f3a30cb1944f5deaed,欧必盛信息科技（上海）有限公司,"ORBIS Consulting Shanghai Co., Ltd.",展商,,核心技术,H1-A101,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
703,参展企业,c049e73c7aca479784fcdaf0f9c22533,歐潤創新有限公司,AUREN INNOVATION LIMITED,展商,,智能终端,H4-FT B012,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
704,参展企业,590fd6d6b8f943fa80bed2d4142a44f1,武汉亿思源光电有限公司,WUHAN ESION OPTIC INC .LTD,展商,,核心技术,Z1A-107,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
705,参展企业,2fee384a79a1488080d482fde51c19e0,武汉华威科智能技术有限公司,"Wuhan Huaweike Intelligent Technology Co., Ltd.",展商,,具身智能,H3-E511,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
706,参展企业,e447768afc234d3abbadb5de63a20faf,武汉朗毅机器人有限公司,"Wuhan Langyi Robotics Co., Ltd.",展商,,具身智能,H3-E502,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
707,参展企业,2abff49a71044929b88d15c067602492,武汉理工数字传播工程有限公司,Digital Communication Group,"展商,论坛主办方",,核心技术,H1-D525,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
708,参展企业,2f3dafb1eb7f4a83ba67439f0c4246b6,每日互动股份有限公司,"Merit Interactive Co.,Ltd.",展商,,智能终端,L035,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
709,参展企业,54e0f4ad68304975acdff9784570960e,比亚迪汽车销售有限公司,BYD,展商,,制造业,H2-A308,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
710,参展企业,ac86e7f22d3b42b5931d6aa81c15d373,比特智算人工智能科技（深圳）有限公司,"Bit Intelligent Computing AI Technology (Shenzhen) Co., Ltd.",展商,,核心技术,Z1B-518,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
711,参展企业,ec35c9a6c93c4d7a86ac39687cce6109,江苏云幕智造科技有限公司,"Jiangsu Yunmu Intelligent Manufacturing Technology Co., Ltd",展商,,具身智能,H3-C622,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
712,参展企业,f6d2cf573e3f47c983162eb3ea072708,江苏南极星新能源技术股份有限公司,"Jiangsu Nanjixing NewEnergy Technology Co., Ltd.",展商,,制造业,H1-A1038,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
713,参展企业,36737fd99add44aa9fb19ccdcc233740,江苏富兴电机技术股份有限公司,"Jiangsu Fulling Motor Technology Co.,Ltd.",展商,,具身智能,H3-E303,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
714,参展企业,c65c719d5f9e4f0297aef1d9d7bce267,江苏微盛网络科技有限公司,"Jiangsu Weshine Network Technology Co., Ltd.",展商,,核心技术,H4-072,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
715,参展企业,54c9e05978444f76929fd07bacca2fa6,江苏睿鸿网络技术股份有限公司,"Jiangsu VeryCloud Network Technology Co., Ltd.",展商,,核心技术,H4-122,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
716,参展企业,338dff95c6224feaa25275a60dcb455f,江苏见山数据科技有限公司,"Jiangsu Jianshan Data Technology Co., Ltd",展商,,金融科技,H1-D1212,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
717,参展企业,6b3ebf21a1294a1792c72a5e3be71384,江苏通付盾科技有限公司,"Jiangsu Tongfudun Technology Co., Ltd.",展商,,金融科技,H4-119,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
718,参展企业,a673e6a04880438fbb75b490d9843ede,沈阳二一三电子科技有限公司,"Shenyang Elysan Electronic Technology Co.,Ltd",展商,,制造业,H1-B339,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
719,参展企业,0daa011c29b44dfc814ec381e5abbe2b,洛阳鸿元轴承科技有限公司,"Luoyang Hongyuan Bearing Technology Co.,LTD.",展商,,具身智能,H3-A216,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
720,参展企业,1fb4df8367014a2184d5d77ef159f2d3,浙江中坚科技股份有限公司,"Zhejiang Zhongjian Technology Co., Ltd.",展商,,具身智能,H3-C125,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
721,参展企业,5c7ff79ecaf6437c96bac7c104e7006e,浙江乌镇街科技有限公司,"Wuzhen Avenue Technology Co.,Ltd.",展商,,其他,H1-D1234,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
722,参展企业,c0f2fd2c913a41dab707611976f70252,浙江力积存储科技股份有限公司,"Zhejiang Zentel Memory Technology Co., Ltd.",展商,,制造业,Z1A-114,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
723,参展企业,5f856d35e85b4080b6054e96d3345dd6,浙江强脑科技有限公司,"Zhejiang Qiangnao Technology Co., Ltd.",展商,,"核心技术,智慧医疗,具身智能,智能终端",H3-B104,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
724,参展企业,b79267fff268404d9bfb6766acd8fa18,浙江捷昌线性驱动科技股份有限公司,Zhejiang Jiecang Linear Motion Technology Co. LTD,展商,,制造业,H4-043,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
725,参展企业,0155db3036d248bbb6cc82de0316c682,浙江曦望智能科技股份有限公司,Sunrise,展商,,核心技术,Z1A-613,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
726,参展企业,2ea7cd634f704ca28988ea8fbbbdb259,浙江海亮科技有限公司,Hailiang Technology Group,展商,,人才与教育,H2-E510,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
727,参展企业,402533fb039b4ccf8649374c7eea1484,浙江淘肯人工智能科技有限公司,"ZHEJIANG TAOKEN ARTIFICIAL INTELLIGENCE TECHNOLOGY CO., LTD.",展商,,智慧城市,H2-E810,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
728,参展企业,187ec7a4b0034c698b669431b8a97f4c,浙江灵巧智能科技有限公司,"Zhejiang DexRobot Technology Co., Ltd.",展商,,其他,H3-A519,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
729,参展企业,27da08aaadfe446c866ae18419fa2366,浙江百润轴承有限公司,"ZheJiang  BRB  Bearing Co.,Ltd",展商,,制造业,H3-A219,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
730,参展企业,96642af32fc440d2989ecd6de35f25fd,浙江艾图具身智能科技有限公司,"Zhejiang Aitu Embodied Intelligence Technology Co., Ltd.",展商,,具身智能,H3-A322,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
731,参展企业,a76b92d663af450399bd288e130edd20,浙江芯寒智能科技有限公司,"SynthCool Technology Co., Ltd.",展商,,工业互联与智能制造,Z2A-201,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
732,参展企业,c43aaeb6475e4e99b632eabeb02d42bb,浙江迦智科技股份有限公司,"Zhejiang IPLUSMOBOT Technology Co., Ltd.",展商,,具身智能,H3-C321,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
733,参展企业,c1a7963c7f434b01b50d2d8f07f325af,浙江钛芯智冷科技有限公司,"Tyson Cooling Co., Ltd.",展商,,核心技术,Z2B-403,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
734,参展企业,5f9fca9216324c96bfbe9b54cd422ecf,海克斯康制造智能技术（青岛）有限公司,"Hexagon Manufacturing Intelligence (Qingdao) Co., Ltd",展商,,制造业,H1-A521,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
735,参展企业,f5abbe3fa7694339b34044f6bbe280e6,海南思维造物信息科技有限公司,"Hainan Thinking Creation Information Technology Co., Ltd.",展商,,人才与教育,2F-02,世博展览馆,世博展览馆中厅,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_4,https://www.worldaic.com.cn/exhibitors,2026-07-18
736,参展企业,31cf55732c1e47cb914e412af89c80e5,海峡经济科技合作中心,Center for Cross-Straits Economic and Technology  Cooperation,"展商,论坛主办方",,政府/机构,H1-D109,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
737,参展企业,94076cecd4194d63987fd03151c5b870,深信服科技股份有限公司,Sangfor Technologies Inc,展商,,核心技术,H1-B630,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
738,参展企业,6128844a3cf54fad8c98d706524f6435,深圳一目科技有限公司,"Yimu Intelligence Co., Ltd.",展商,,具身智能,H3-E316,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
739,参展企业,65ade778c7de49f282046877433828ff,深圳优艾智合机器人科技有限公司,"Shenzhen Youibot Robotics Co., Ltd.",展商,,具身智能,H3-D316,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
740,参展企业,c09ac08ccf354716b501500057bb0e6b,深圳嘉华众力科技有限公司,"Shenzhen Jiahua Zhongli Technology Co., LTD.","展商,论坛主办方",,核心技术,H4-137,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
741,参展企业,b8a6d212b23e4d7b866eafbee4815701,深圳大普微电子股份有限公司, DapuStor Corporation,展商,,核心技术,H1-D137,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
742,参展企业,b7a5ffa35a794745ab071767c950b5c7,深圳小象电动科技有限公司,"Shenzhen Smart Elephant Electric Technology Co.,LTD",展商,,具身智能,H3-E418,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
743,参展企业,ce7ff5ffd34e437284a4af146e2a8b5b,深圳市丰润达科技有限公司,"Shenzhen Fengrunda Technology Co.,Ltd",展商,,核心技术,Z2A-407,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
744,参展企业,69e3f3436d4847ba93f8eb71ce5d5dc2,深圳市亿晟科技有限公司,"Shenzhen Yisheng Technology Co., Ltd",展商,,核心技术,H1-A738,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
745,参展企业,7e206a6c038f4d24a7bef132d9315fec,深圳市亿道数码技术有限公司,"Emdoor Digital Technology Co.,Ltd.",展商,,智能终端,X1B-804,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
746,参展企业,744985d4a75c4312880d96d21838dc51,深圳市伊登软件有限公司,Eden Information Service Limited.,展商,,核心技术,H4-066,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
747,参展企业,15bad8c46d0643d4a4880406ccc335d1,深圳市伟达立创新科技有限公司,"Shenzhen Wedali Innovation Technology Co., Ltd.",展商,,具身智能,H3-E206,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
748,参展企业,cc8e670183564775a76e198d89f825ce,深圳市力准传感技术股份有限公司,"ShenZhen Ligent Sensor TechCo,Ltd",展商,,制造业,H3-E501,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
749,参展企业,179fd1e1bd0846a0b10988d08ed9535f,深圳市博思云为科技有限公司,Shenzhen Bosicloud Tech Co.，Ltd,展商,,核心技术,H4-118,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
750,参展企业,cd3520a415624c15946cc7560a51034f,深圳市同川科技有限公司,"Shenzhen Tongchuan Technology Co., Ltd.",展商,,具身智能,H3-E506,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
